iter	RMSE
275	34.51792521
276	34.47869007
277	34.40772339
278	34.36543526
279	34.32147435
280	34.29537422
281	34.26509709
282	34.22605786
283	34.16918189
284	34.14670014
285	34.11264594
286	34.07787431
287	34.04218754
288	33.93152127
289	33.9094416
290	33.88951631
291	33.86972192
292	33.83549187
293	33.79877747
294	33.76977341
295	33.73088809
296	33.69604845
297	33.66121917
298	33.61760499
299	33.58865041
300	33.55020845
301	33.50406396
302	33.46661762
303	33.42807183
304	33.37814032
305	33.33613178
306	33.31327989
307	33.28554095
308	33.23919976
309	33.21334716
310	33.17381411
311	33.15096103
312	33.12346518
313	33.09797822
314	33.07072592
315	33.04006629
316	33.00337504
317	32.92963252
318	32.84365709
319	32.82210743
320	32.75646463
321	32.72929973
322	32.69641349
323	32.66875293
324	32.62360978
325	32.59801314
326	32.56290458
327	32.53951411
328	32.51480302
329	32.45621675
330	32.43622189
331	32.40080342
332	32.37158056
333	32.34840209
334	32.32282446
335	32.29242422
336	32.23069045
337	32.21471142
338	32.19596419
339	32.18106044
340	32.15510803
341	32.1298656
342	32.10527373
343	32.08284529
344	32.05484361
345	32.03618217
346	32.00818372
347	31.98276633
348	31.96335402
349	31.94370867
350	31.92752279
351	31.911967
352	31.88866463
353	31.86519374
354	31.81454199
355	31.77357916
356	31.75481698
357	31.73407067
358	31.71935608
359	31.69818015
360	31.65921236
361	31.63424019
362	31.60978695
363	31.59595712
364	31.57947119
365	31.56371341
366	31.53794203
367	31.52008495
368	31.46613797
369	31.43211249
370	31.39090008
371	31.37255043
372	31.35998386
373	31.31415099
374	31.29853709
375	31.2827701
376	31.24157267
377	31.22007304
378	31.19590699
379	31.17869076
380	31.15959165
381	31.14143086
382	31.12182286
383	31.09987601
384	31.05296015
385	31.03868994
386	30.99728418
387	30.98019117
388	30.94746984
389	30.92996063
390	30.91350393
391	30.90167687
392	30.88313412
393	30.82957738
394	30.80192047
395	30.79060461
396	30.77918294
397	30.76227865
398	30.74152958
399	30.71565963
400	30.68354311
401	30.66689169
402	30.64865706
403	30.62881149
404	30.60935491
405	30.59400209
406	30.58079691
407	30.55476031
408	30.50942518
409	30.48709676
410	30.46534319
411	30.44938229
412	30.43152983
413	30.41074491
414	30.39589613
415	30.38059833
416	30.37058599
417	30.35666367
418	30.34328673
419	30.32180333
420	30.30375831
421	30.28755125
422	30.25393154
423	30.2382568
424	30.20506087
425	30.18662668
426	30.16135357
427	30.15062368
428	30.13505353
429	30.10835711
430	30.08987948
431	30.07507199
432	30.06197385
433	30.04228336
434	30.02846154
435	29.99922159
436	29.97670814
437	29.96349124
438	29.95180907
439	29.93777303
440	29.92434156
441	29.91210415
442	29.89889159
443	29.88314457
444	29.84538023
445	29.83554182
446	29.82192385
447	29.77809136
448	29.76658236
449	29.75030564
450	29.73304466
451	29.71907432
452	29.66364569
453	29.6419249
454	29.60988312
455	29.57564431
456	29.54489382
457	29.52177088
458	29.51019908
459	29.49580382
460	29.4802533
461	29.47017548
462	29.44927041
463	29.43820606
464	29.425265
465	29.39800437
466	29.38138871
467	29.36266207
468	29.35187278
469	29.33683678
470	29.32834226
471	29.3128817
472	29.29744661
473	29.28667579
474	29.26315645
475	29.25147786
476	29.23991735
477	29.21759562
478	29.20599736
479	29.18707307
480	29.17807522
481	29.16270481
482	29.15295265
483	29.14116667
484	29.12685373
485	29.10613391
486	29.07986753
487	29.06039605
488	29.04653479
489	29.03783649
490	29.02833007
491	29.00654287
492	28.98067412
493	28.97208341
494	28.95776424
495	28.94083765
496	28.93169584
497	28.9150097
498	28.8966576
499	28.88774122
500	28.84216815
501	28.83016644
502	28.8202082
503	28.80449957
504	28.76682023
505	28.75586825
506	28.74340682
507	28.72726912
508	28.70972989
509	28.69736467
510	28.68567913
511	28.67642508
512	28.64163059
513	28.62850306
514	28.60358917
515	28.58633665
516	28.56704424
517	28.55773304
518	28.54565695
519	28.53279953
520	28.52447405
521	28.5077345
522	28.49669614
523	28.48717141
524	28.47229431
525	28.45877694
526	28.44239358
527	28.42803098
528	28.40876417
529	28.40049701
530	28.39259638
531	28.38309145
532	28.36962741
533	28.36106859
534	28.34857403
535	28.33659093
536	28.32498235
537	28.31573264
538	28.3071264
539	28.28559726
540	28.27052283
541	28.25802862
542	28.24774763
543	28.23921903
544	28.2109607
545	28.18239306
546	28.17316313
547	28.16378804
548	28.14754763
549	28.13964683
550	28.12965106
551	28.11489195
552	28.10497641
553	28.09467387
554	28.08241903
555	28.05094035
556	28.04170775
557	28.03263871
558	28.02214751
559	27.99865498
560	27.98176848
561	27.96900669
562	27.95975541
563	27.94974099
564	27.93959539
565	27.93072989
566	27.90337603
567	27.89412591
568	27.8872792
569	27.87963256
570	27.87153944
571	27.84969732
572	27.84357758
573	27.83033919
574	27.82340687
575	27.8145432
576	27.80678179
577	27.79240599
578	27.77509751
579	27.76559601
580	27.75414363
581	27.74477989
582	27.73211654
583	27.72551765
584	27.68490758
585	27.65667231
586	27.649474
587	27.64016534
588	27.6300617
589	27.62173164
590	27.60336802
591	27.59193998
592	27.58048061
593	27.56222092
594	27.5556284
595	27.54243235
596	27.50706333
597	27.49943407
598	27.47397181
599	27.46103635
600	27.45019551
601	27.42767626
602	27.42088647
603	27.4119049
604	27.4059803
605	27.39627371
606	27.38773281
607	27.38045025
608	27.37226461
609	27.36023644
610	27.34969334
611	27.34107604
612	27.33253787
613	27.31958023
614	27.31297866
615	27.29097184
616	27.28155058
617	27.27585199
618	27.26935057
619	27.25225769
620	27.24206039
621	27.22749428
622	27.21412345
623	27.19077741
624	27.18353049
625	27.17378111
626	27.16806398
627	27.16222983
628	27.14947796
629	27.13576847
630	27.12720265
631	27.107209
632	27.08897793
633	27.07850466
634	27.06962923
635	27.06043609
636	27.04986504
637	27.0442737
638	27.0370524
639	27.01565382
640	27.00798766
641	26.99929229
642	26.98259341
643	26.9763199
644	26.96115485
645	26.94958227
646	26.91869157
647	26.87658431
648	26.86581554
649	26.85994617
650	26.85463481
651	26.84797528
652	26.84051709
653	26.83329118
654	26.81570957
655	26.80609271
656	26.79779766
657	26.76882617
658	26.76210426
659	26.75343366
660	26.73283049
661	26.72555945
662	26.72026957
663	26.7118793
664	26.69745783
665	26.68874906
666	26.68270529
667	26.66725388
668	26.65960121
669	26.64951278
670	26.64218867
671	26.63244847
672	26.62517719
673	26.61845602
674	26.60298756
675	26.58926279
676	26.57275591
677	26.55790027
678	26.55204803
679	26.54004625
680	26.53377257
681	26.52359108
682	26.51499594
683	26.50854281
684	26.50092632
685	26.49400672
686	26.48390812
687	26.47772186
688	26.46769436
689	26.46160038
690	26.45210316
691	26.44434226
692	26.43617104
693	26.4279153
694	26.42223791
695	26.41484921
696	26.40823998
697	26.39936614
698	26.39051963
699	26.38233063
700	26.34680496
701	26.34112
702	26.33603576
703	26.3292953
704	26.3212809
705	26.31553855
706	26.31115262
707	26.29781602
708	26.29299451
709	26.28408638
710	26.27854612
711	26.274196
712	26.2686165
713	26.26422136
714	26.24526431
715	26.23596755
716	26.20598564
717	26.19628763
718	26.18838801
719	26.18233934
720	26.17400335
721	26.16867956
722	26.14472753
723	26.13685834
724	26.13094315
725	26.12226164
726	26.11468097
727	26.1107197
728	26.10265608
729	26.0711869
730	26.05492175
731	26.04798487
732	26.03335929
733	26.02967847
734	26.02028822
735	26.00971239
736	26.0011053
737	25.99480502
738	25.99065672
739	25.98378431
740	25.97743575
741	25.97102623
742	25.96577032
743	25.95881382
744	25.95447046
745	25.94837744
746	25.93125533
747	25.92220591
748	25.9163186
749	25.90469963
750	25.8980597
751	25.88961832
752	25.88173231
753	25.87399473
754	25.86659371
755	25.84957561
756	25.84360294
757	25.83905992
758	25.83441553
759	25.82858622
760	25.81780057
761	25.81032403
762	25.80242509
763	25.79616468
764	25.79263332
765	25.78814793
766	25.77692614
767	25.77180449
768	25.76553439
769	25.74100906
770	25.73135086
771	25.72020573
772	25.69882541
773	25.69023901
774	25.68337035
775	25.67621917
776	25.66856856
777	25.66398441
778	25.65896884
779	25.65379184
780	25.64767309
781	25.63927536
782	25.63232068
783	25.62283041
784	25.61138815
785	25.60688364
786	25.60050789
787	25.5931812
788	25.585167
789	25.57755172
790	25.57209101
791	25.56545479
792	25.55859647
793	25.55243008
794	25.54454728
795	25.53446989
796	25.52760298
797	25.51554643
798	25.51018675
799	25.50473071
800	25.49954103
801	25.4872057
802	25.48238624
803	25.47688551
804	25.46623104
805	25.46085061
806	25.45302817
807	25.44909623
808	25.44382431
809	25.43752169
810	25.42153089
811	25.41569104
812	25.40047752
813	25.37696754
814	25.36599917
815	25.36048966
816	25.35474093
817	25.34868168
818	25.34483618
819	25.34043387
820	25.33373244
821	25.32298881
822	25.31330464
823	25.30860002
824	25.30509278
825	25.2983169
826	25.2925868
827	25.28255115
828	25.27428523
829	25.26918823
830	25.25932832
831	25.25349513
832	25.24200398
833	25.23507467
834	25.23203396
835	25.22644984
836	25.22138029
837	25.21754159
838	25.20980681
839	25.2034406
840	25.19205813
841	25.18575969
842	25.17115848
843	25.16196015
844	25.15430373
845	25.14911305
846	25.14041618
847	25.13530272
848	25.13031368
849	25.11711102
850	25.1112965
851	25.10859863
852	25.10252818
853	25.09640646
854	25.09051788
855	25.07575661
856	25.05552714
857	25.04258312
858	25.03176571
859	25.02496558
860	25.01897568
861	25.01039199
862	25.00001226
863	24.99554013
864	24.99103932
865	24.98707326
866	24.98023871
867	24.97521494
868	24.96566914
869	24.95958712
870	24.95621651
871	24.95161248
872	24.9455242
873	24.94002678
874	24.93212546
875	24.92776034
876	24.91530683
877	24.90669975
878	24.89905998
879	24.89298267
880	24.8883441
881	24.87706063
882	24.87267514
883	24.8642253
884	24.85874302
885	24.85362772
886	24.8490412
887	24.84146606
888	24.83727672
889	24.82908223
890	24.81883255
891	24.81345369
892	24.80775357
893	24.80136803
894	24.79760779
895	24.79325201
896	24.78792479
897	24.78264563
898	24.77860383
899	24.77467134
900	24.76845183
901	24.75609718
902	24.7496686
903	24.74285656
904	24.73786699
905	24.73376488
906	24.73018226
907	24.72342758
908	24.72088713
909	24.71513545
910	24.71005742
911	24.70101872
912	24.6957482
913	24.69174909
914	24.68689286
915	24.68286829
916	24.67477349
917	24.66965348
918	24.66157746
919	24.65885807
920	24.65555985
921	24.65051107
922	24.64532084
923	24.64061389
924	24.62733016
925	24.6181229
926	24.6107956
927	24.6072205
928	24.60271426
929	24.59925903
930	24.58828728
931	24.58269538
932	24.5770472
933	24.57391051
934	24.56546245
935	24.56124935
936	24.55808736
937	24.55335296
938	24.54827044
939	24.54482355
940	24.53815706
941	24.53202436
942	24.52706906
943	24.52421983
944	24.52061022
945	24.51456817
946	24.50208026
947	24.49831985
948	24.49451509
949	24.49156493
950	24.48750782
951	24.48371544
952	24.48044319
953	24.47737812
954	24.47137411
955	24.46613613
956	24.46036277
957	24.45630661
958	24.45314136
959	24.4495656
960	24.44584682
961	24.44078202
962	24.43763259
963	24.43406808
964	24.42988083
965	24.42644443
966	24.4210638
967	24.41811022
968	24.40858336
969	24.40392297
970	24.40047308
971	24.39276909
972	24.38897864
973	24.3857395
974	24.38111169
975	24.37805632
976	24.36821866
977	24.36458349
978	24.36120076
979	24.35834963
980	24.35352399
981	24.34750069
982	24.33612941
983	24.33207961
984	24.32538723
985	24.32161776
986	24.31734646
987	24.31340348
988	24.30853174
989	24.30145705
990	24.29795137
991	24.2948822
992	24.29161481
993	24.27364914
994	24.26934609
995	24.26526531
996	24.26037477
997	24.25758895
998	24.25411967
999	24.24969253
